year,,year,donor,recipient,amount
2010,4713,2010,Japan,Brazil,295831680.0
2010,4743,2010,Norway,Brazil,258631402.0
2010,4686,2010,France,India,197374728.0
2010,4693,2010,Germany,South Africa,176831609.0
2010,4793,2010,United States,India,145176643.0
2010,4685,2010,France,Colombia,135886828.0
2010,4761,2010,Spain,Colombia,82856569.0
2010,4795,2010,United States,Thailand,80790517.0
2010,4788,2010,United Kingdom,South Africa,71091901.0
2010,4688,2010,France,Thailand,60188692.0
2010,4683,2010,France,Brazil,55728438.0
2010,4784,2010,United Kingdom,Brazil,48616669.0
2010,4691,2010,Germany,Colombia,46485552.0
2010,4666,2010,Canada,Colombia,45824176.0
2010,4769,2010,Sweden,South Africa,39274665.0
2010,4733,2010,Netherlands,Colombia,37319085.0
2010,4746,2010,Norway,India,32171707.0
2010,4790,2010,United States,Brazil,31086679.0
2010,4773,2010,Switzerland,Colombia,25250806.0
2010,4644,2010,Australia,India,24682508.0
2010,4791,2010,United States,Chile,24628732.0
2010,4690,2010,Germany,Chile,24480758.0
2010,4768,2010,Sweden,India,23883467.0
2010,4767,2010,Sweden,Colombia,23642440.0
2010,4694,2010,Germany,Thailand,19029672.0
2010,4714,2010,Japan,Chile,18504457.0
2010,4759,2010,Spain,Brazil,18411389.0
2010,4775,2010,Switzerland,South Africa,17286645.0
2010,4707,2010,Italy,Brazil,17210462.0
2010,4735,2010,Netherlands,South Africa,16022632.0
2010,4684,2010,France,Chile,15975494.0
2010,4657,2010,Belgium,South Africa,15939274.0
2010,4745,2010,Norway,Colombia,15686434.0
2010,4715,2010,Japan,Colombia,14183004.0
2010,4687,2010,France,South Africa,14117099.0
2010,4656,2010,Belgium,India,13387914.0
2010,4760,2010,Spain,Chile,12398963.0
2010,4710,2010,Italy,India,12285882.0
2010,4675,2010,Denmark,South Africa,11535759.0
2010,4762,2010,Spain,India,11514999.0
2010,4747,2010,Norway,South Africa,11310805.0
2010,4717,2010,Japan,South Africa,8901944.0
2010,4674,2010,Denmark,India,8669328.0
2010,4667,2010,Canada,India,8213060.0
2010,4789,2010,United Kingdom,Thailand,7653019.0
2010,4680,2010,Finland,India,7617111.0
2010,4655,2010,Belgium,Colombia,6576008.0
2010,4709,2010,Italy,Colombia,6214515.0
2010,4681,2010,Finland,South Africa,6120523.0
2010,4765,2010,Sweden,Brazil,5892480.0
2010,4646,2010,Australia,Thailand,5787468.0
2010,4774,2010,Switzerland,India,5133840.0
2010,4668,2010,Canada,South Africa,5070200.0
2010,4653,2010,Belgium,Brazil,4244136.0
2010,4665,2010,Canada,Chile,4101671.0
2010,4708,2010,Italy,Chile,3180661.0
2010,4744,2010,Norway,Chile,3118908.0
2010,4679,2010,Finland,Colombia,3076545.0
2010,4721,2010,Korea,Colombia,2867717.0
2010,4664,2010,Canada,Brazil,2844706.0
2010,4786,2010,United Kingdom,Colombia,2813500.0
2010,4748,2010,Norway,Thailand,2746597.0
2010,4647,2010,Austria,Brazil,2656155.0
2010,4724,2010,Korea,Thailand,2647048.0
2010,4720,2010,Korea,Chile,2575036.0
2010,4776,2010,Switzerland,Thailand,2371093.0
2010,4772,2010,Switzerland,Chile,2339167.0
2010,4650,2010,Austria,India,2243896.0
2010,4763,2010,Spain,South Africa,2237428.0
2010,4677,2010,Finland,Brazil,1564425.0
2010,4642,2010,Australia,Chile,1549429.0
2010,4734,2010,Netherlands,India,1522296.0
2010,4771,2010,Switzerland,Brazil,1295220.0
2010,4712,2010,Italy,Thailand,1236006.0
2010,4676,2010,Denmark,Thailand,1214003.0
2010,4770,2010,Sweden,Thailand,1209967.0
2010,4722,2010,Korea,India,1136847.0
2010,4654,2010,Belgium,Chile,1116881.0
2010,4649,2010,Austria,Colombia,1101071.0
2010,4678,2010,Finland,Chile,1012957.0
2010,4766,2010,Sweden,Chile,887221.0
2010,4652,2010,Austria,Thailand,884070.0
2010,4651,2010,Austria,South Africa,883582.0
2010,4682,2010,Finland,Thailand,847399.0
2010,4645,2010,Australia,South Africa,718763.0
2010,4785,2010,United Kingdom,Chile,704770.0
2010,4764,2010,Spain,Thailand,617693.0
2010,4669,2010,Canada,Thailand,489773.0
2010,4648,2010,Austria,Chile,455750.0
2010,4719,2010,Korea,Brazil,419933.0
2010,4731,2010,Netherlands,Brazil,353097.0
2010,4723,2010,Korea,South Africa,299869.0
2010,4711,2010,Italy,South Africa,293632.0
2010,4736,2010,Netherlands,Thailand,226105.0
2010,4658,2010,Belgium,Thailand,182538.0
2010,4643,2010,Australia,Colombia,67851.0
2010,4732,2010,Netherlands,Chile,28606.0
2010,4673,2010,Denmark,Colombia,19561.0
2011,4865,2011,Japan,India,2280417552.0
2011,4841,2011,Germany,India,860733409.0
2011,4935,2011,United States,South Africa,647000562.0
2011,4838,2011,Germany,Brazil,304984483.0
2011,4862,2011,Japan,Brazil,273677114.0
2011,4933,2011,United States,Colombia,267021652.0
2011,4834,2011,France,Colombia,215194240.0
2011,4890,2011,Norway,Brazil,185763801.0
2011,4928,2011,United Kingdom,India,169022121.0
2011,4934,2011,United States,India,146940627.0
2011,4842,2011,Germany,South Africa,127833742.0
2011,4832,2011,France,Brazil,99099557.0
2011,4936,2011,United States,Thailand,63389792.0
2011,4840,2011,Germany,Colombia,62563708.0
2011,4904,2011,Spain,Colombia,59896030.0
2011,4867,2011,Japan,Thailand,53880855.0
2011,4925,2011,United Kingdom,Brazil,52800590.0
2011,4894,2011,Norway,South Africa,47776924.0
2011,4931,2011,United States,Brazil,33062881.0
2011,4909,2011,Sweden,Colombia,32509375.0
2011,4816,2011,Canada,Colombia,30161478.0
2011,4839,2011,Germany,Chile,27061224.0
2011,4823,2011,Denmark,India,25877546.0
2011,4799,2011,Australia,India,24327117.0
2011,4835,2011,France,India,24263457.0
2011,4859,2011,Italy,India,22205766.0
2011,4893,2011,Norway,India,21845619.0
2011,4812,2011,Belgium,South Africa,19687659.0
2011,4902,2011,Spain,Brazil,19465849.0
2011,4915,2011,Switzerland,Colombia,18670379.0
2011,4856,2011,Italy,Brazil,17420412.0
2011,4811,2011,Belgium,India,17287125.0
2011,4843,2011,Germany,Thailand,17202039.0
2011,4830,2011,Finland,South Africa,16846945.0
2011,4837,2011,France,Thailand,16140581.0
2011,4836,2011,France,South Africa,15778704.0
2011,4833,2011,France,Chile,15103658.0
2011,4881,2011,Netherlands,Colombia,14690454.0
2011,4905,2011,Spain,India,12761005.0
2011,4864,2011,Japan,Colombia,12415639.0
2011,4892,2011,Norway,Colombia,11660702.0
2011,4916,2011,Switzerland,India,10836462.0
2011,4801,2011,Australia,Thailand,10330004.0
2011,4866,2011,Japan,South Africa,10235256.0
2011,4912,2011,Sweden,Thailand,9218543.0
2011,4911,2011,Sweden,South Africa,8948538.0
2011,4829,2011,Finland,India,8560409.0
2011,4929,2011,United Kingdom,South Africa,8112804.0
2011,4817,2011,Canada,India,7817344.0
2011,4824,2011,Denmark,South Africa,6726177.0
2011,4903,2011,Spain,Chile,6538552.0
2011,4873,2011,Korea,Thailand,6466036.0
2011,4910,2011,Sweden,India,6083498.0
2011,4800,2011,Australia,South Africa,5029730.0
2011,4810,2011,Belgium,Colombia,5020485.0
2011,4863,2011,Japan,Chile,4960186.0
2011,4808,2011,Belgium,Brazil,4469394.0
2011,4927,2011,United Kingdom,Colombia,4373310.0
2011,4860,2011,Italy,South Africa,4324265.0
2011,4917,2011,Switzerland,South Africa,4003597.0
2011,4818,2011,Canada,South Africa,3935131.0
2011,4883,2011,Netherlands,South Africa,3906580.0
2011,4828,2011,Finland,Colombia,3718552.0
2011,4858,2011,Italy,Colombia,3567348.0
2011,4930,2011,United Kingdom,Thailand,3370763.0
2011,4918,2011,Switzerland,Thailand,3285947.0
2011,4819,2011,Canada,Thailand,3255293.0
2011,4814,2011,Canada,Brazil,2766716.0
2011,4831,2011,Finland,Thailand,2345245.0
2011,4826,2011,Finland,Brazil,2293705.0
2011,4805,2011,Austria,India,1957508.0
2011,4815,2011,Canada,Chile,1862208.0
2011,4870,2011,Korea,Colombia,1790828.0
2011,4932,2011,United States,Chile,1576106.0
2011,4913,2011,Switzerland,Brazil,1554112.0
2011,4895,2011,Norway,Thailand,1381493.0
2011,4802,2011,Austria,Brazil,1197623.0
2011,4857,2011,Italy,Chile,1147634.0
2011,4907,2011,Spain,Thailand,1130415.0
2011,4871,2011,Korea,India,1130141.0
2011,4825,2011,Denmark,Thailand,1042273.0
2011,4914,2011,Switzerland,Chile,994301.0
2011,4813,2011,Belgium,Thailand,945240.0
2011,4807,2011,Austria,Thailand,910128.0
2011,4827,2011,Finland,Chile,895958.0
2011,4804,2011,Austria,Colombia,866661.0
2011,4797,2011,Australia,Chile,851398.0
2011,4868,2011,Korea,Brazil,844723.0
2011,4806,2011,Austria,South Africa,787415.0
2011,4861,2011,Italy,Thailand,683660.0
2011,4798,2011,Australia,Colombia,654815.0
2011,4872,2011,Korea,South Africa,640016.0
2011,4908,2011,Sweden,Brazil,626272.0
2011,4926,2011,United Kingdom,Chile,551283.0
2011,4882,2011,Netherlands,India,429928.0
2011,4809,2011,Belgium,Chile,419081.0
2011,4796,2011,Australia,Brazil,352475.0
2011,4906,2011,Spain,South Africa,348301.0
2011,4884,2011,Netherlands,Thailand,319471.0
2011,4803,2011,Austria,Chile,225678.0
2011,4869,2011,Korea,Chile,210764.0
2011,4880,2011,Netherlands,Brazil,184229.0
2011,4891,2011,Norway,Chile,156122.0
2011,4822,2011,Denmark,Colombia,8022.0
2012,5008,2012,Japan,India,3361519665.0
2012,4975,2012,France,Brazil,1181717713.0
2012,4984,2012,Germany,India,1027799574.0
2012,5005,2012,Japan,Brazil,672114259.0
2012,5079,2012,United States,South Africa,475744800.0
2012,5077,2012,United States,Colombia,405721418.0
2012,4977,2012,France,Colombia,348183954.0
2012,4981,2012,Germany,Brazil,261846605.0
2012,5072,2012,United Kingdom,India,221347695.0
2012,4979,2012,France,South Africa,203271348.0
2012,5010,2012,Japan,Thailand,188537115.0
2012,5033,2012,Norway,Brazil,181592566.0
2012,5078,2012,United States,India,118255951.0
2012,4985,2012,Germany,South Africa,118178404.0
2012,4978,2012,France,India,95466221.0
2012,5069,2012,United Kingdom,Brazil,74980581.0
2012,5080,2012,United States,Thailand,70508743.0
2012,4983,2012,Germany,Colombia,58496488.0
2012,5073,2012,United Kingdom,South Africa,46002806.0
2012,5071,2012,United Kingdom,Colombia,39322723.0
2012,5036,2012,Norway,India,36424031.0
2012,5047,2012,Spain,Colombia,34736278.0
2012,4940,2012,Australia,India,27754813.0
2012,4982,2012,Germany,Chile,27634105.0
2012,4957,2012,Canada,Colombia,25605451.0
2012,5037,2012,Norway,South Africa,25492107.0
2012,4986,2012,Germany,Thailand,25422759.0
2012,5075,2012,United States,Brazil,21104514.0
2012,4953,2012,Belgium,South Africa,19730194.0
2012,5053,2012,Sweden,Colombia,18063007.0
2012,5059,2012,Switzerland,Colombia,16763161.0
2012,5035,2012,Norway,Colombia,16032160.0
2012,5060,2012,Switzerland,India,15159995.0
2012,4976,2012,France,Chile,14800881.0
2012,5009,2012,Japan,South Africa,14752573.0
2012,4958,2012,Canada,India,14621956.0
2012,4980,2012,France,Thailand,14422325.0
2012,4942,2012,Australia,Thailand,13614350.0
2012,5045,2012,Spain,Brazil,12761426.0
2012,5013,2012,Korea,Colombia,12001866.0
2012,5007,2012,Japan,Colombia,11877622.0
2012,5054,2012,Sweden,India,11865700.0
2012,4967,2012,Denmark,South Africa,11280955.0
2012,5055,2012,Sweden,South Africa,10535759.0
2012,5024,2012,Netherlands,Colombia,8981765.0
2012,4999,2012,Italy,Brazil,8878620.0
2012,4956,2012,Canada,Chile,8596385.0
2012,5002,2012,Italy,India,8090128.0
2012,5006,2012,Japan,Chile,7644387.0
2012,4952,2012,Belgium,India,7547244.0
2012,5048,2012,Spain,India,7370937.0
2012,4941,2012,Australia,South Africa,6821369.0
2012,5061,2012,Switzerland,South Africa,4405880.0
2012,4949,2012,Belgium,Brazil,3943692.0
2012,4960,2012,Canada,Thailand,3813627.0
2012,4943,2012,Austria,Brazil,3686991.0
2012,5001,2012,Italy,Colombia,3488901.0
2012,5074,2012,United Kingdom,Thailand,3453867.0
2012,4959,2012,Canada,South Africa,3404281.0
2012,4951,2012,Belgium,Colombia,3353207.0
2012,4955,2012,Canada,Brazil,3280573.0
2012,4946,2012,Austria,India,2952083.0
2012,5016,2012,Korea,Thailand,2900097.0
2012,4973,2012,Finland,South Africa,2837249.0
2012,4937,2012,Australia,Brazil,2657411.0
2012,5062,2012,Switzerland,Thailand,2495923.0
2012,4972,2012,Finland,India,2492414.0
2012,4939,2012,Australia,Colombia,2472622.0
2012,4938,2012,Australia,Chile,2328451.0
2012,4966,2012,Denmark,India,2234679.0
2012,5076,2012,United States,Chile,2161473.0
2012,5038,2012,Norway,Thailand,2143573.0
2012,5003,2012,Italy,South Africa,2109853.0
2012,5056,2012,Sweden,Thailand,1988361.0
2012,5058,2012,Switzerland,Chile,1968794.0
2012,4965,2012,Denmark,Chile,1463444.0
2012,5070,2012,United Kingdom,Chile,1390007.0
2012,4969,2012,Finland,Brazil,1091036.0
2012,5026,2012,Netherlands,South Africa,1023938.0
2012,5025,2012,Netherlands,India,1005916.0
2012,4945,2012,Austria,Colombia,997609.0
2012,5057,2012,Switzerland,Brazil,989658.0
2012,4948,2012,Austria,Thailand,960379.0
2012,4974,2012,Finland,Thailand,834299.0
2012,5004,2012,Italy,Thailand,746352.0
2012,5011,2012,Korea,Brazil,669810.0
2012,5000,2012,Italy,Chile,646362.0
2012,4954,2012,Belgium,Thailand,636834.0
2012,5015,2012,Korea,South Africa,623822.0
2012,5046,2012,Spain,Chile,585611.0
2012,4950,2012,Belgium,Chile,556769.0
2012,5051,2012,Sweden,Brazil,487964.0
2012,4947,2012,Austria,South Africa,469504.0
2012,4971,2012,Finland,Colombia,449061.0
2012,5014,2012,Korea,India,434332.0
2012,5034,2012,Norway,Chile,331153.0
2012,4944,2012,Austria,Chile,302715.0
2012,5023,2012,Netherlands,Brazil,292230.0
2012,4970,2012,Finland,Chile,207651.0
2012,5012,2012,Korea,Chile,150445.0
2012,5049,2012,Spain,South Africa,58526.0
2012,5050,2012,Spain,Thailand,47721.0
2012,5052,2012,Sweden,Chile,25993.0
2012,4968,2012,Denmark,Thailand,9147.0
2012,5027,2012,Netherlands,Thailand,7589.0
2013,5155,2013,Japan,India,2555651795.0
2013,5130,2013,Germany,India,906671404.0
2013,5230,2013,United States,South Africa,526256772.0
2013,5123,2013,France,Colombia,409065697.0
2013,5125,2013,France,South Africa,403617963.0
2013,5223,2013,United Kingdom,India,366392343.0
2013,5228,2013,United States,Colombia,318373298.0
2013,5161,2013,Korea,India,260771063.0
2013,5128,2013,Germany,Chile,211875978.0
2013,5131,2013,Germany,South Africa,199621279.0
2013,5124,2013,France,India,197505665.0
2013,5180,2013,Norway,Brazil,196091682.0
2013,5121,2013,France,Brazil,192941373.0
2013,5127,2013,Germany,Brazil,141450302.0
2013,5129,2013,Germany,Colombia,91101460.0
2013,5229,2013,United States,India,80264852.0
2013,5231,2013,United States,Thailand,79890107.0
2013,5224,2013,United Kingdom,South Africa,74282717.0
2013,5163,2013,Korea,Thailand,57696025.0
2013,5183,2013,Norway,India,53709655.0
2013,5226,2013,United States,Brazil,49846811.0
2013,5204,2013,Spain,Colombia,44259393.0
2013,5157,2013,Japan,Thailand,41696270.0
2013,5159,2013,Korea,Chile,39631770.0
2013,5210,2013,Sweden,Colombia,38105797.0
2013,5101,2013,Canada,Colombia,35377674.0
2013,5216,2013,Switzerland,Colombia,35283844.0
2013,5084,2013,Australia,India,34079699.0
2013,5132,2013,Germany,Thailand,31876249.0
2013,5097,2013,Belgium,South Africa,31180189.0
2013,5220,2013,United Kingdom,Brazil,29959945.0
2013,5122,2013,France,Chile,29200242.0
2013,5096,2013,Belgium,India,28219204.0
2013,5158,2013,Korea,Brazil,27522722.0
2013,5184,2013,Norway,South Africa,25658669.0
2013,5218,2013,Switzerland,South Africa,24769785.0
2013,5152,2013,Japan,Brazil,23201808.0
2013,5211,2013,Sweden,India,19718505.0
2013,5182,2013,Norway,Colombia,17622109.0
2013,5126,2013,France,Thailand,14761399.0
2013,5086,2013,Australia,Thailand,13328806.0
2013,5222,2013,United Kingdom,Colombia,12789172.0
2013,5212,2013,Sweden,South Africa,12045427.0
2013,5217,2013,Switzerland,India,11716484.0
2013,5103,2013,Canada,South Africa,11612085.0
2013,5160,2013,Korea,Colombia,11296970.0
2013,5149,2013,Italy,India,10429754.0
2013,5085,2013,Australia,South Africa,9537136.0
2013,5213,2013,Sweden,Thailand,9043803.0
2013,5156,2013,Japan,South Africa,8897440.0
2013,5146,2013,Italy,Brazil,7972658.0
2013,5154,2013,Japan,Colombia,7960781.0
2013,5202,2013,Spain,Brazil,6866001.0
2013,5173,2013,Netherlands,South Africa,5910864.0
2013,5082,2013,Australia,Chile,5492091.0
2013,5118,2013,Finland,India,5059906.0
2013,5227,2013,United States,Chile,4701627.0
2013,5093,2013,Belgium,Brazil,4700942.0
2013,5119,2013,Finland,South Africa,4691014.0
2013,5102,2013,Canada,India,4353297.0
2013,5171,2013,Netherlands,Colombia,4076670.0
2013,5081,2013,Australia,Brazil,3860791.0
2013,5225,2013,United Kingdom,Thailand,3851293.0
2013,5095,2013,Belgium,Colombia,3850493.0
2013,5153,2013,Japan,Chile,3792003.0
2013,5205,2013,Spain,India,3560030.0
2013,5221,2013,United Kingdom,Chile,3172610.0
2013,5208,2013,Sweden,Brazil,3091691.0
2013,5090,2013,Austria,India,3048457.0
2013,5148,2013,Italy,Colombia,2873780.0
2013,5111,2013,Denmark,Brazil,2580623.0
2013,5099,2013,Canada,Brazil,1831334.0
2013,5117,2013,Finland,Colombia,1671506.0
2013,5185,2013,Norway,Thailand,1552004.0
2013,5214,2013,Switzerland,Brazil,1518492.0
2013,5087,2013,Austria,Brazil,1493316.0
2013,5150,2013,Italy,South Africa,1198326.0
2013,5219,2013,Switzerland,Thailand,1175236.0
2013,5114,2013,Denmark,South Africa,1154024.0
2013,5151,2013,Italy,Thailand,1078371.0
2013,5092,2013,Austria,Thailand,1074200.0
2013,5120,2013,Finland,Thailand,1047721.0
2013,5115,2013,Finland,Brazil,980996.0
2013,5104,2013,Canada,Thailand,977203.0
2013,5203,2013,Spain,Chile,971625.0
2013,5083,2013,Australia,Colombia,966533.0
2013,5112,2013,Denmark,Colombia,796489.0
2013,5172,2013,Netherlands,India,773294.0
2013,5089,2013,Austria,Colombia,769873.0
2013,5100,2013,Canada,Chile,632608.0
2013,5091,2013,Austria,South Africa,485066.0
2013,5116,2013,Finland,Chile,482569.0
2013,5113,2013,Denmark,India,410634.0
2013,5162,2013,Korea,South Africa,404782.0
2013,5181,2013,Norway,Chile,383157.0
2013,5088,2013,Austria,Chile,298127.0
2013,5170,2013,Netherlands,Brazil,294237.0
2013,5215,2013,Switzerland,Chile,281056.0
2013,5209,2013,Sweden,Chile,265198.0
2013,5094,2013,Belgium,Chile,220366.0
2013,5098,2013,Belgium,Thailand,146154.0
2013,5206,2013,Spain,South Africa,131571.0
2013,5147,2013,Italy,Chile,126858.0
2013,5207,2013,Spain,Thailand,47325.0
